68884,"",""
39369,2014-03-25T00:00:00.000+05:30,4447
49728,2014-05-31T00:00:00.000+05:30,4447
7212,2013-09-07T00:00:00.000+05:30,4450
28729,2014-01-18T00:00:00.000+05:30,4452
40215,2014-03-30T00:00:00.000+05:30,4459
62981,2014-02-08T00:00:00.000+05:30,4459
67309,2014-07-21T00:00:00.000+05:30,4459
51906,2014-06-15T00:00:00.000+05:30,4467
58485,2013-08-22T00:00:00.000+05:30,4467
54033,2014-07-01T00:00:00.000+05:30,4468
55640,2014-07-12T00:00:00.000+05:30,4468
664,2013-07-28T00:00:00.000+05:30,4469
47980,2014-05-18T00:00:00.000+05:30,4469
40290,2014-03-31T00:00:00.000+05:30,4471
45112,2014-04-30T00:00:00.000+05:30,4471
25420,2013-12-29T00:00:00.000+05:30,4473
27282,2014-01-10T00:00:00.000+05:30,4473
27439,2014-01-11T00:00:00.000+05:30,4473
28932,2014-01-20T00:00:00.000+05:30,4473
59124,2013-09-16T00:00:00.000+05:30,4483
65840,2014-05-29T00:00:00.000+05:30,4483
33450,2014-02-16T00:00:00.000+05:30,4484
64237,2014-03-30T00:00:00.000+05:30,4484
65905,2014-06-02T00:00:00.000+05:30,4484
52270,2014-06-18T00:00:00.000+05:30,4485
7553,2013-09-09T00:00:00.000+05:30,4489
41117,2014-04-04T00:00:00.000+05:30,4489
35332,2014-02-28T00:00:00.000+05:30,4491
52461,2014-06-19T00:00:00.000+05:30,4491
60950,2013-11-25T00:00:00.000+05:30,4491
67056,2014-07-13T00:00:00.000+05:30,4491
43436,2014-04-20T00:00:00.000+05:30,4513
57693,2014-07-24T00:00:00.000+05:30,4513
44839,2014-04-28T00:00:00.000+05:30,4515
33904,2014-02-18T00:00:00.000+05:30,4541
55206,2014-07-09T00:00:00.000+05:30,4543
5680,2013-08-29T00:00:00.000+05:30,4547
40104,2014-03-30T00:00:00.000+05:30,4547
60936,2013-11-25T00:00:00.000+05:30,4547
66379,2014-06-17T00:00:00.000+05:30,4547
19272,2013-11-22T00:00:00.000+05:30,4557
56772,2014-07-19T00:00:00.000+05:30,4557
68433,2014-05-10T00:00:00.000+05:30,4557
16155,2013-11-04T00:00:00.000+05:30,4561
24062,2013-12-21T00:00:00.000+05:30,4561
44383,2014-04-26T00:00:00.000+05:30,4561
48017,2014-05-18T00:00:00.000+05:30,4561
558,2013-07-28T00:00:00.000+05:30,4562
55421,2014-07-10T00:00:00.000+05:30,4562
2187,2013-08-06T00:00:00.000+05:30,4567
25934,2014-01-01T00:00:00.000+05:30,4567
67654,2013-09-26T00:00:00.000+05:30,4567
5215,2013-08-25T00:00:00.000+05:30,4568
15181,2013-10-29T00:00:00.000+05:30,4568
15259,2013-10-30T00:00:00.000+05:30,4568
41412,2014-04-05T00:00:00.000+05:30,4568
50664,2014-06-08T00:00:00.000+05:30,4568
52871,2014-06-22T00:00:00.000+05:30,4568
55281,2014-07-09T00:00:00.000+05:30,4568
11431,2013-10-03T00:00:00.000+05:30,4570
32596,2014-02-11T00:00:00.000+05:30,4570
40310,2014-03-31T00:00:00.000+05:30,4573
4762,2013-08-23T00:00:00.000+05:30,4578
4786,2013-08-23T00:00:00.000+05:30,4578
23511,2013-12-18T00:00:00.000+05:30,4581
40294,2014-03-31T00:00:00.000+05:30,4581
60184,2013-10-28T00:00:00.000+05:30,4581
4999,2013-08-24T00:00:00.000+05:30,4582
5738,2013-08-29T00:00:00.000+05:30,4582
23266,2013-12-16T00:00:00.000+05:30,4582
32190,2014-02-09T00:00:00.000+05:30,4582
49117,2014-05-26T00:00:00.000+05:30,4582
6492,2013-09-03T00:00:00.000+05:30,4583
15669,2013-11-01T00:00:00.000+05:30,4583
31710,2014-02-06T00:00:00.000+05:30,4589
39058,2014-03-22T00:00:00.000+05:30,4591
10233,2013-09-26T00:00:00.000+05:30,4592
16215,2013-11-04T00:00:00.000+05:30,4592
17854,2013-11-12T00:00:00.000+05:30,4592
63509,2014-02-28T00:00:00.000+05:30,4592
25243,2013-12-28T00:00:00.000+05:30,4593
56062,2014-07-15T00:00:00.000+05:30,4593
60978,2013-11-26T00:00:00.000+05:30,4593
47002,2014-05-12T00:00:00.000+05:30,4596
49102,2014-05-26T00:00:00.000+05:30,4596
25882,2014-01-01T00:00:00.000+05:30,4598
63794,2014-03-13T00:00:00.000+05:30,4598
37394,2014-03-12T00:00:00.000+05:30,4602
50791,2014-06-08T00:00:00.000+05:30,4611
64150,2014-03-26T00:00:00.000+05:30,4612
27957,2014-01-14T00:00:00.000+05:30,4618
28191,2014-01-15T00:00:00.000+05:30,4618
51384,2014-06-12T00:00:00.000+05:30,4618
48734,2014-05-24T00:00:00.000+05:30,4630
54725,2014-07-05T00:00:00.000+05:30,4630
63989,2014-03-19T00:00:00.000+05:30,4630
420,2013-07-27T00:00:00.000+05:30,4632
14225,2013-10-22T00:00:00.000+05:30,4632
27298,2014-01-10T00:00:00.000+05:30,4632
55386,2014-07-10T00:00:00.000+05:30,4632
55853,2014-07-13T00:00:00.000+05:30,4633
56013,2014-07-14T00:00:00.000+05:30,4633
13105,2013-10-13T00:00:00.000+05:30,4638
24796,2013-12-25T00:00:00.000+05:30,4641
1532,2013-08-02T00:00:00.000+05:30,4646
11488,2013-10-04T00:00:00.000+05:30,4669
50773,2014-06-08T00:00:00.000+05:30,4669
7758,2013-09-10T00:00:00.000+05:30,4671
8931,2013-09-19T00:00:00.000+05:30,4671
65443,2014-05-12T00:00:00.000+05:30,4671
9953,2013-09-25T00:00:00.000+05:30,4675
19416,2013-11-22T00:00:00.000+05:30,4675
22032,2013-12-07T00:00:00.000+05:30,4675
19018,2013-11-20T00:00:00.000+05:30,4676
19920,2013-11-25T00:00:00.000+05:30,4677
39512,2014-03-26T00:00:00.000+05:30,4677
63636,2014-03-04T00:00:00.000+05:30,4677
68368,2014-04-21T00:00:00.000+05:30,4677
36701,2014-03-07T00:00:00.000+05:30,4679
49895,2014-06-02T00:00:00.000+05:30,4679
49464,2014-05-29T00:00:00.000+05:30,4682
27032,2014-01-09T00:00:00.000+05:30,4688
9426,2013-09-22T00:00:00.000+05:30,4693
10101,2013-09-25T00:00:00.000+05:30,4693
30669,2014-01-31T00:00:00.000+05:30,4693
16446,2013-11-05T00:00:00.000+05:30,4695
35263,2014-02-27T00:00:00.000+05:30,4695
3800,2013-08-16T00:00:00.000+05:30,4700
31936,2014-02-07T00:00:00.000+05:30,4700
50762,2014-06-08T00:00:00.000+05:30,4700
14566,2013-10-25T00:00:00.000+05:30,4704
21920,2013-12-06T00:00:00.000+05:30,4704
38949,2014-03-22T00:00:00.000+05:30,4704
50584,2014-06-07T00:00:00.000+05:30,4704
61778,2013-12-26T00:00:00.000+05:30,4704
38123,2014-03-16T00:00:00.000+05:30,4712
18412,2013-11-15T00:00:00.000+05:30,4716
9487,2013-09-22T00:00:00.000+05:30,4718
54264,2014-07-02T00:00:00.000+05:30,4718
65872,2014-06-01T00:00:00.000+05:30,4718
22094,2013-12-07T00:00:00.000+05:30,4721
52755,2014-06-21T00:00:00.000+05:30,4721
65785,2014-05-27T00:00:00.000+05:30,4724
14118,2013-10-21T00:00:00.000+05:30,4734
9738,2013-09-24T00:00:00.000+05:30,4739
60043,2013-10-22T00:00:00.000+05:30,4739
3808,2013-08-16T00:00:00.000+05:30,4747
30559,2014-01-30T00:00:00.000+05:30,4747
63944,2014-03-18T00:00:00.000+05:30,4747
67267,2014-07-19T00:00:00.000+05:30,4747
24291,2013-12-22T00:00:00.000+05:30,4751
9316,2013-09-21T00:00:00.000+05:30,4753
9207,2013-09-21T00:00:00.000+05:30,4754
42244,2014-04-11T00:00:00.000+05:30,4754
64423,2014-04-06T00:00:00.000+05:30,4754
1874,2013-08-03T00:00:00.000+05:30,4761
6940,2013-09-06T00:00:00.000+05:30,4761
34874,2014-02-25T00:00:00.000+05:30,4761
36493,2014-03-06T00:00:00.000+05:30,4761
16512,2013-11-05T00:00:00.000+05:30,4770
36808,2014-03-07T00:00:00.000+05:30,4770
55512,2014-07-11T00:00:00.000+05:30,4770
30648,2014-01-31T00:00:00.000+05:30,4772
35778,2014-03-01T00:00:00.000+05:30,4772
48252,2014-05-20T00:00:00.000+05:30,4772
32682,2014-02-12T00:00:00.000+05:30,4773
55655,2014-07-12T00:00:00.000+05:30,4773
43818,2014-04-22T00:00:00.000+05:30,4775
60828,2013-11-21T00:00:00.000+05:30,4775
10236,2013-09-26T00:00:00.000+05:30,4779
59842,2013-10-14T00:00:00.000+05:30,4779
60398,2013-11-05T00:00:00.000+05:30,4779
519,2013-07-28T00:00:00.000+05:30,4780
18064,2013-11-13T00:00:00.000+05:30,4784
20486,2013-11-29T00:00:00.000+05:30,4786
36598,2014-03-06T00:00:00.000+05:30,4802
51606,2014-06-13T00:00:00.000+05:30,4802
19534,2013-11-23T00:00:00.000+05:30,4808
52694,2014-06-20T00:00:00.000+05:30,4808
27457,2014-01-11T00:00:00.000+05:30,4813
62750,2014-01-30T00:00:00.000+05:30,4813
7430,2013-09-09T00:00:00.000+05:30,4817
55987,2014-07-14T00:00:00.000+05:30,4834
61666,2013-12-22T00:00:00.000+05:30,4834
18857,2013-11-19T00:00:00.000+05:30,4838
31055,2014-02-02T00:00:00.000+05:30,4838
59121,2013-09-16T00:00:00.000+05:30,4838
19952,2013-11-25T00:00:00.000+05:30,4841
29015,2014-01-20T00:00:00.000+05:30,4841
30016,2014-01-27T00:00:00.000+05:30,4841
54311,2014-07-03T00:00:00.000+05:30,4841
3564,2013-08-14T00:00:00.000+05:30,4842
13907,2013-10-19T00:00:00.000+05:30,4842
32648,2014-02-11T00:00:00.000+05:30,4842
35192,2014-02-27T00:00:00.000+05:30,4842
68822,2014-04-06T00:00:00.000+05:30,4844
51688,2014-06-14T00:00:00.000+05:30,4850
53126,2014-06-25T00:00:00.000+05:30,4850
15902,2013-11-03T00:00:00.000+05:30,4854
21568,2013-12-05T00:00:00.000+05:30,4854
34723,2014-02-24T00:00:00.000+05:30,4854
54411,2014-07-03T00:00:00.000+05:30,4854
17893,2013-11-13T00:00:00.000+05:30,4856
43896,2014-04-23T00:00:00.000+05:30,4859
39594,2014-03-26T00:00:00.000+05:30,4862
53351,2014-06-26T00:00:00.000+05:30,4862
7911,2013-09-12T00:00:00.000+05:30,4868
35519,2014-02-28T00:00:00.000+05:30,4871
22672,2013-12-11T00:00:00.000+05:30,4872
54072,2014-07-01T00:00:00.000+05:30,4872
67632,2013-09-18T00:00:00.000+05:30,4872
59561,2013-10-03T00:00:00.000+05:30,4875
54920,2014-07-07T00:00:00.000+05:30,4893
62549,2014-01-24T00:00:00.000+05:30,4893
2401,2013-08-06T00:00:00.000+05:30,4901
15978,2013-11-03T00:00:00.000+05:30,4901
18783,2013-11-18T00:00:00.000+05:30,4901
20552,2013-11-29T00:00:00.000+05:30,4901
25641,2013-12-31T00:00:00.000+05:30,4901
32912,2014-02-13T00:00:00.000+05:30,4903
28419,2014-01-16T00:00:00.000+05:30,4905
65391,2014-05-11T00:00:00.000+05:30,4905
66242,2014-06-12T00:00:00.000+05:30,4906
2338,2013-08-06T00:00:00.000+05:30,4910
5371,2013-08-26T00:00:00.000+05:30,4914
39638,2014-03-26T00:00:00.000+05:30,4914
47576,2014-05-15T00:00:00.000+05:30,4914
35536,2014-02-28T00:00:00.000+05:30,4918
11071,2013-10-01T00:00:00.000+05:30,4940
36419,2014-03-05T00:00:00.000+05:30,4940
25506,2013-12-30T00:00:00.000+05:30,4945
43875,2014-04-23T00:00:00.000+05:30,4945
45898,2014-05-06T00:00:00.000+05:30,4945
34397,2014-02-21T00:00:00.000+05:30,4950
1452,2013-08-01T00:00:00.000+05:30,4953
58275,2013-08-14T00:00:00.000+05:30,4953
67176,2014-07-16T00:00:00.000+05:30,4953
5987,2013-08-31T00:00:00.000+05:30,4954
47680,2014-05-16T00:00:00.000+05:30,4954
38810,2014-03-21T00:00:00.000+05:30,4958
45035,2014-04-29T00:00:00.000+05:30,4958
24646,2013-12-25T00:00:00.000+05:30,4959
50962,2014-06-09T00:00:00.000+05:30,4959
58028,2013-08-04T00:00:00.000+05:30,4959
2682,2013-08-08T00:00:00.000+05:30,4960
15359,2013-10-31T00:00:00.000+05:30,4960
43228,2014-04-18T00:00:00.000+05:30,4960
47850,2014-05-17T00:00:00.000+05:30,4960
22837,2013-12-12T00:00:00.000+05:30,4961
43378,2014-04-20T00:00:00.000+05:30,4961
23922,2013-12-20T00:00:00.000+05:30,4966
64250,2014-03-31T00:00:00.000+05:30,4966
68774,2013-12-24T00:00:00.000+05:30,4966
24304,2013-12-22T00:00:00.000+05:30,4973
63853,2014-03-15T00:00:00.000+05:30,4973
13159,2013-10-13T00:00:00.000+05:30,4980
18739,2013-11-18T00:00:00.000+05:30,4980
37516,2014-03-13T00:00:00.000+05:30,4980
65607,2014-05-19T00:00:00.000+05:30,4980
55047,2014-07-08T00:00:00.000+05:30,4981
35520,2014-02-28T00:00:00.000+05:30,4982
13996,2013-10-20T00:00:00.000+05:30,4996
51486,2014-06-13T00:00:00.000+05:30,4996
52746,2014-06-21T00:00:00.000+05:30,4998
52930,2014-06-23T00:00:00.000+05:30,4998
55317,2014-07-10T00:00:00.000+05:30,5000
60943,2013-11-25T00:00:00.000+05:30,5000
26065,2014-01-02T00:00:00.000+05:30,5001
39076,2014-03-23T00:00:00.000+05:30,5001
50991,2014-06-09T00:00:00.000+05:30,5001
68677,2014-07-20T00:00:00.000+05:30,5001
35450,2014-02-28T00:00:00.000+05:30,5002
62804,2014-02-01T00:00:00.000+05:30,5016
4400,2013-08-20T00:00:00.000+05:30,5022
15661,2013-11-01T00:00:00.000+05:30,5022
41541,2014-04-07T00:00:00.000+05:30,5022
42384,2014-04-12T00:00:00.000+05:30,5022
1943,2013-08-04T00:00:00.000+05:30,5033
8299,2013-09-14T00:00:00.000+05:30,5033
11030,2013-09-30T00:00:00.000+05:30,5033
19576,2013-11-23T00:00:00.000+05:30,5033
24213,2013-12-22T00:00:00.000+05:30,5033
24953,2013-12-26T00:00:00.000+05:30,5033
53112,2014-06-25T00:00:00.000+05:30,5033
7186,2013-09-07T00:00:00.000+05:30,5039
12981,2013-10-13T00:00:00.000+05:30,5039
34395,2014-02-21T00:00:00.000+05:30,5039
37155,2014-03-11T00:00:00.000+05:30,5039
1880,2013-08-03T00:00:00.000+05:30,5040
16682,2013-11-06T00:00:00.000+05:30,5048
21599,2013-12-05T00:00:00.000+05:30,5048
64954,2014-04-25T00:00:00.000+05:30,5048
57623,2014-07-24T00:00:00.000+05:30,5049
65752,2014-05-24T00:00:00.000+05:30,5049
66861,2014-07-05T00:00:00.000+05:30,5049
34804,2014-02-24T00:00:00.000+05:30,5054
36220,2014-03-04T00:00:00.000+05:30,5054
38221,2014-03-17T00:00:00.000+05:30,5054
47108,2014-05-12T00:00:00.000+05:30,5054
52639,2014-06-19T00:00:00.000+05:30,5054
66153,2014-06-09T00:00:00.000+05:30,5054
239,2013-07-26T00:00:00.000+05:30,5058
53621,2014-06-27T00:00:00.000+05:30,5058
67834,2013-11-22T00:00:00.000+05:30,5058
8796,2013-09-18T00:00:00.000+05:30,5059
58867,2013-09-06T00:00:00.000+05:30,5059
66260,2014-06-13T00:00:00.000+05:30,5059
50010,2014-06-02T00:00:00.000+05:30,5061
13961,2013-10-20T00:00:00.000+05:30,5062
24250,2013-12-22T00:00:00.000+05:30,5062
5816,2013-08-29T00:00:00.000+05:30,5065
1490,2013-08-01T00:00:00.000+05:30,5067
61242,2013-12-06T00:00:00.000+05:30,5067
15771,2013-11-02T00:00:00.000+05:30,5071
22201,2013-12-07T00:00:00.000+05:30,5071
52458,2014-06-19T00:00:00.000+05:30,5071
52883,2014-06-23T00:00:00.000+05:30,5076
29335,2014-01-22T00:00:00.000+05:30,5078
14421,2013-10-23T00:00:00.000+05:30,5079
26442,2014-01-05T00:00:00.000+05:30,5084
2345,2013-08-06T00:00:00.000+05:30,5086
33706,2014-02-17T00:00:00.000+05:30,5086
10454,2013-09-27T00:00:00.000+05:30,5091
17582,2013-11-11T00:00:00.000+05:30,5091
26283,2014-01-03T00:00:00.000+05:30,5091
42025,2014-04-10T00:00:00.000+05:30,5091
68639,2014-07-07T00:00:00.000+05:30,5091
56017,2014-07-14T00:00:00.000+05:30,5100
61507,2013-12-16T00:00:00.000+05:30,5100
15645,2013-11-01T00:00:00.000+05:30,5101
10822,2013-09-29T00:00:00.000+05:30,5102
45012,2014-04-29T00:00:00.000+05:30,5102
48532,2014-05-21T00:00:00.000+05:30,5102
4584,2013-08-22T00:00:00.000+05:30,5106
66978,2014-07-08T00:00:00.000+05:30,5106
19862,2013-11-24T00:00:00.000+05:30,5114
55381,2014-07-10T00:00:00.000+05:30,5116
58413,2013-08-19T00:00:00.000+05:30,5116
20290,2013-11-28T00:00:00.000+05:30,5117
51314,2014-06-12T00:00:00.000+05:30,5117
27100,2014-01-09T00:00:00.000+05:30,5121
28806,2014-01-19T00:00:00.000+05:30,5121
49034,2014-05-26T00:00:00.000+05:30,5121
16465,2013-11-05T00:00:00.000+05:30,5132
23790,2013-12-20T00:00:00.000+05:30,5132
53005,2014-06-24T00:00:00.000+05:30,5132
20257,2013-11-28T00:00:00.000+05:30,5133
31282,2014-02-03T00:00:00.000+05:30,5133
36175,2014-03-04T00:00:00.000+05:30,5133
41092,2014-04-03T00:00:00.000+05:30,5133
9353,2013-09-22T00:00:00.000+05:30,5145
19403,2013-11-22T00:00:00.000+05:30,5145
21121,2013-12-01T00:00:00.000+05:30,5145
33303,2014-02-15T00:00:00.000+05:30,5145
37369,2014-03-12T00:00:00.000+05:30,5145
12079,2013-10-06T00:00:00.000+05:30,5152
32934,2014-02-13T00:00:00.000+05:30,5152
24768,2013-12-25T00:00:00.000+05:30,5153
56643,2014-07-18T00:00:00.000+05:30,5153
31739,2014-02-06T00:00:00.000+05:30,5158
46102,2014-05-06T00:00:00.000+05:30,5158
9301,2013-09-21T00:00:00.000+05:30,5167
61555,2013-12-18T00:00:00.000+05:30,5167
18770,2013-11-18T00:00:00.000+05:30,5173
25803,2013-12-31T00:00:00.000+05:30,5173
45749,2014-05-05T00:00:00.000+05:30,5173
51555,2014-06-13T00:00:00.000+05:30,5173
54484,2014-07-04T00:00:00.000+05:30,5173
20658,2013-11-29T00:00:00.000+05:30,5176
56746,2014-07-19T00:00:00.000+05:30,5179
59983,2013-10-19T00:00:00.000+05:30,5179
13324,2013-10-15T00:00:00.000+05:30,5189
21200,2013-12-03T00:00:00.000+05:30,5189
27125,2014-01-09T00:00:00.000+05:30,5189
63202,2014-02-15T00:00:00.000+05:30,5189
5703,2013-08-29T00:00:00.000+05:30,5197
21923,2013-12-06T00:00:00.000+05:30,5197
45516,2014-05-03T00:00:00.000+05:30,5197
19700,2013-11-24T00:00:00.000+05:30,5208
50406,2014-06-06T00:00:00.000+05:30,5208
37183,2014-03-11T00:00:00.000+05:30,5210
27713,2014-01-12T00:00:00.000+05:30,5213
34849,2014-02-25T00:00:00.000+05:30,5213
39350,2014-03-25T00:00:00.000+05:30,5213
68468,2014-05-18T00:00:00.000+05:30,5213
6533,2013-09-04T00:00:00.000+05:30,5220
8608,2013-09-17T00:00:00.000+05:30,5220
65657,2014-05-21T00:00:00.000+05:30,5220
62767,2014-01-31T00:00:00.000+05:30,5234
1802,2013-08-03T00:00:00.000+05:30,5236
32410,2014-02-10T00:00:00.000+05:30,5236
32717,2014-02-12T00:00:00.000+05:30,5236
41583,2014-04-08T00:00:00.000+05:30,5236
41587,2014-04-08T00:00:00.000+05:30,5236
16531,2013-11-05T00:00:00.000+05:30,5239
17513,2013-11-11T00:00:00.000+05:30,5239
55913,2014-07-13T00:00:00.000+05:30,5239
98,2013-07-25T00:00:00.000+05:30,5243
16218,2013-11-04T00:00:00.000+05:30,5246
10542,2013-09-27T00:00:00.000+05:30,5249
57406,2014-07-22T00:00:00.000+05:30,5249
48983,2014-05-25T00:00:00.000+05:30,5259
58782,2013-09-02T00:00:00.000+05:30,5259
68603,2014-06-27T00:00:00.000+05:30,5259
48675,2014-05-23T00:00:00.000+05:30,5260
52125,2014-06-16T00:00:00.000+05:30,5260
3651,2013-08-15T00:00:00.000+05:30,5262
23985,2013-12-21T00:00:00.000+05:30,5262
5850,2013-08-29T00:00:00.000+05:30,5267
42496,2014-04-12T00:00:00.000+05:30,5267
32104,2014-02-08T00:00:00.000+05:30,5269
10072,2013-09-25T00:00:00.000+05:30,5275
14492,2013-10-24T00:00:00.000+05:30,5275
15603,2013-11-01T00:00:00.000+05:30,5277
59887,2013-10-16T00:00:00.000+05:30,5277
50630,2014-06-07T00:00:00.000+05:30,5280
22055,2013-12-07T00:00:00.000+05:30,5282
23689,2013-12-19T00:00:00.000+05:30,5282
51291,2014-06-12T00:00:00.000+05:30,5282
58030,2013-08-04T00:00:00.000+05:30,5297
7686,2013-09-10T00:00:00.000+05:30,5302
59733,2013-10-11T00:00:00.000+05:30,5302
65812,2014-05-28T00:00:00.000+05:30,5302
1704,2013-08-02T00:00:00.000+05:30,5310
9185,2013-09-20T00:00:00.000+05:30,5310
23187,2013-12-15T00:00:00.000+05:30,5313
6854,2013-09-06T00:00:00.000+05:30,5317
6943,2013-09-06T00:00:00.000+05:30,5320
29296,2014-01-21T00:00:00.000+05:30,5320
53877,2014-06-30T00:00:00.000+05:30,5320
56035,2014-07-14T00:00:00.000+05:30,5320
66132,2014-06-09T00:00:00.000+05:30,5320
6576,2013-09-04T00:00:00.000+05:30,5324
7182,2013-09-07T00:00:00.000+05:30,5324
34141,2014-02-19T00:00:00.000+05:30,5324
44273,2014-04-25T00:00:00.000+05:30,5324
56464,2014-07-17T00:00:00.000+05:30,5324
66915,2014-07-06T00:00:00.000+05:30,5324
43912,2014-04-23T00:00:00.000+05:30,5326
25726,2013-12-31T00:00:00.000+05:30,5334
63052,2014-02-11T00:00:00.000+05:30,5334
38768,2014-03-21T00:00:00.000+05:30,5339
64039,2014-03-21T00:00:00.000+05:30,5345
42506,2014-04-12T00:00:00.000+05:30,5348
52244,2014-06-17T00:00:00.000+05:30,5349
65536,2014-05-16T00:00:00.000+05:30,5349
21236,2013-12-03T00:00:00.000+05:30,5350
62457,2014-01-21T00:00:00.000+05:30,5350
36848,2014-03-08T00:00:00.000+05:30,5356
33068,2014-02-14T00:00:00.000+05:30,5363
45848,2014-05-05T00:00:00.000+05:30,5363
12842,2013-10-12T00:00:00.000+05:30,5364
46361,2014-05-08T00:00:00.000+05:30,5364
60148,2013-10-26T00:00:00.000+05:30,5364
30387,2014-01-30T00:00:00.000+05:30,5371
35623,2014-03-01T00:00:00.000+05:30,5371
51513,2014-06-13T00:00:00.000+05:30,5371
14604,2013-10-25T00:00:00.000+05:30,5378
19758,2013-11-24T00:00:00.000+05:30,5378
26686,2014-01-06T00:00:00.000+05:30,5378
35333,2014-02-28T00:00:00.000+05:30,5378
24511,2013-12-24T00:00:00.000+05:30,5382
26512,2014-01-05T00:00:00.000+05:30,5382
57055,2014-07-20T00:00:00.000+05:30,5385
49645,2014-05-31T00:00:00.000+05:30,5386
59117,2013-09-16T00:00:00.000+05:30,5392
61871,2013-12-30T00:00:00.000+05:30,5392
880,2013-07-30T00:00:00.000+05:30,5400
981,2013-07-30T00:00:00.000+05:30,5411
3671,2013-08-15T00:00:00.000+05:30,5411
18303,2013-11-14T00:00:00.000+05:30,5411
37490,2014-03-12T00:00:00.000+05:30,5411
42901,2014-04-16T00:00:00.000+05:30,5411
54941,2014-07-07T00:00:00.000+05:30,5411
37103,2014-03-10T00:00:00.000+05:30,5412
53352,2014-06-26T00:00:00.000+05:30,5412
8878,2013-09-18T00:00:00.000+05:30,5415
24927,2013-12-26T00:00:00.000+05:30,5415
68257,2014-03-21T00:00:00.000+05:30,5415
17439,2013-11-10T00:00:00.000+05:30,5419
19364,2013-11-22T00:00:00.000+05:30,5419
56607,2014-07-18T00:00:00.000+05:30,5419
11689,2013-10-05T00:00:00.000+05:30,5425
37301,2014-03-12T00:00:00.000+05:30,5425
52982,2014-06-23T00:00:00.000+05:30,5425
14412,2013-10-23T00:00:00.000+05:30,5426
40955,2014-04-03T00:00:00.000+05:30,5426
67548,2013-08-28T00:00:00.000+05:30,5426
1701,2013-08-02T00:00:00.000+05:30,5429
23184,2013-12-15T00:00:00.000+05:30,5429
54743,2014-07-05T00:00:00.000+05:30,5429
3063,2013-08-11T00:00:00.000+05:30,5438
44744,2014-04-27T00:00:00.000+05:30,5438
3826,2013-08-16T00:00:00.000+05:30,5441
60397,2013-11-05T00:00:00.000+05:30,5441
62548,2014-01-24T00:00:00.000+05:30,5441
58968,2013-09-09T00:00:00.000+05:30,5445
16374,2013-11-05T00:00:00.000+05:30,5466
28118,2014-01-15T00:00:00.000+05:30,5468
37396,2014-03-12T00:00:00.000+05:30,5468
40135,2014-03-30T00:00:00.000+05:30,5469
11612,2013-10-04T00:00:00.000+05:30,5471
42743,2014-04-15T00:00:00.000+05:30,5471
57970,2013-08-02T00:00:00.000+05:30,5471
58797,2013-09-03T00:00:00.000+05:30,5474
15799,2013-11-03T00:00:00.000+05:30,5475
27633,2014-01-12T00:00:00.000+05:30,5475
44467,2014-04-26T00:00:00.000+05:30,5475
5990,2013-08-31T00:00:00.000+05:30,5477
64760,2014-04-18T00:00:00.000+05:30,5477
45444,2014-05-03T00:00:00.000+05:30,5478
11427,2013-10-03T00:00:00.000+05:30,5480
29298,2014-01-21T00:00:00.000+05:30,5480
31756,2014-02-06T00:00:00.000+05:30,5480
50617,2014-06-07T00:00:00.000+05:30,5480
62156,2014-01-10T00:00:00.000+05:30,5480
7017,2013-09-06T00:00:00.000+05:30,5489
9837,2013-09-24T00:00:00.000+05:30,5493
12460,2013-10-09T00:00:00.000+05:30,5493
39776,2014-03-28T00:00:00.000+05:30,5493
15132,2013-10-29T00:00:00.000+05:30,5495
59190,2013-09-19T00:00:00.000+05:30,5499
15155,2013-10-29T00:00:00.000+05:30,5505
17114,2013-11-08T00:00:00.000+05:30,5505
63769,2014-03-12T00:00:00.000+05:30,5506
923,2013-07-30T00:00:00.000+05:30,5511
1274,2013-07-31T00:00:00.000+05:30,5511
49402,2014-05-29T00:00:00.000+05:30,5511
18755,2013-11-18T00:00:00.000+05:30,5521
20635,2013-11-29T00:00:00.000+05:30,5521
55578,2014-07-11T00:00:00.000+05:30,5521
16967,2013-11-07T00:00:00.000+05:30,5531
44433,2014-04-26T00:00:00.000+05:30,5531
44683,2014-04-27T00:00:00.000+05:30,5531
56695,2014-07-18T00:00:00.000+05:30,5531
27543,2014-01-11T00:00:00.000+05:30,5532
46765,2014-05-11T00:00:00.000+05:30,5534
47223,2014-05-13T00:00:00.000+05:30,5538
49712,2014-05-31T00:00:00.000+05:30,5538
35206,2014-02-27T00:00:00.000+05:30,5542
58079,2013-08-07T00:00:00.000+05:30,5542
15989,2013-11-03T00:00:00.000+05:30,5544
4137,2013-08-18T00:00:00.000+05:30,5548
